text_hash,semantic_seat_level,semantic_row_position,semantic_winning_route,semantic_name_status,semantic_identity_check,semantic_distribution_type,semantic_visibility,semantic_is_fc_early,semantic_is_random,semantic_source,semantic_schema_version
02f378969eec1500732da89b6c40f6cc7d10e232c3d092d84bb4f15cb7f73c3b,アリーナ,不明,FC初期,不明,確認なし,不明,不明,1,0,qwen_semantic_compact,target_free_semantic_v1
02f7276deee9e13777d05b3aeb1584c844eb9aa21762b6693c412e210691d6b3,不明,不明,不明,不明,対応可,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
03176c0b940e958a2a12cb7fc76003af7ac6d28a1823ba09d49a0558f2faa0d1,不明,不明,不明,不明,確認なし,同行,不明,0,0,qwen15_reused,target_free_semantic_v1
031fc79ef26adf42d0fc1d7c56115287582958e87bf7a100cda0e620ab3674b9,不明,中列,不明,他人名義,不明,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
03215d0391e893eb61dc678b6bfdd6278fd461d637bbad5ef9a74c0abf82c3da,スタンド,前方,FC初期,不明,確認なし,同行,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
03277aa3876da22c8044cf3abfcf0e38b62260e02844b3d944794b90b712edb9,不明,不明,不明,女性名義,不明,QR譲渡,不明,1,0,qwen15_reused,target_free_semantic_v1
032a8337f38ca87c505e05f54de957750ad990480764546df9e5f72281807d60,スタンド,不明,FC初期,男性名義,不明,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
0332e4fba1fef21a94b63bca05102b149df85d2242eabe137829380e3ada471d,アリーナ,不明,不明,本人名義,不明,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
033e8d47f316a7398176474d306f07864ea302f55ab6b85a072008a02dcae972,不明,不明,不明,名義変更可,確認あり,ランダム,不明,0,1,qwen15_reused,target_free_semantic_v1
0340de04a2165000a026bf496a269b01c67e9689250cd78c21f108a4d0bda3e5,不明,不明,不明,不明,不明,単独,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
03422ee9361e944b3471119c3aa0348060a7f80867892532080df59462214f53,不明,不明,不明,本人名義,不明,不明,不明,1,0,qwen15_reused,target_free_semantic_v1
034ab90cb36184f0d0ce8d5f5223bbc5c60565dfd85c3b574201866c6696a0a8,不明,不明,不明,不明,不明,番手選択,不明,0,0,qwen15_reused,target_free_semantic_v1
034bc0f6a28e4b005934b15c5cd7efebb499aa739742b958c5f3d6d0e79dc446,バルコニー,後方,復活,不明,不明,不明,通常,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
034fa0b55513fb0e60b3d27865954f190e763eb34195a4fb2f993e73accfa7c7,立見,不明,制作開放,名義変更可,不明,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
035122741e8d737a1bc9fb5881176f0ac4f654b07a63e678bbe8fcff55519090,不明,不明,不明,不明,不明,不明,不明,0,0,qwen_semantic_compact,target_free_semantic_v1
035aa64065b927884dfa06fce4fe0abe9a00eb0e6c6b6c00480462f22cfc1c1c,バルコニー,後方,FC初期,女性名義,確認なし,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
035af56df33ba4204490113a7ed22b441180caacd933acca806f72fa6ef068a7,不明,不明,FC初期,不明,不明,同行,不明,1,0,qwen15_reused,target_free_semantic_v1
035e11af8e60e672a39b2e63fcdea62ed2b67ea738cdeb6c47d8d490a234d4bb,スタンド,中列,復活,女性名義,確認なし,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
036334baced31c8f7f0857f7e0d7f4df97b67e2dc7c4cfbec36e157849946db8,バルコニー,後方,FC初期,不明,確認なし,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
03690429861342adf08b85b0c2380ca151059908efcea423f6d6d5312de19bb1,不明,不明,不明,他人名義,対応不可,同行,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
036bad47b202a0d976bf10be4b754c3cd4223c134f82283e3b3bdb45db9d9f7a,不明,不明,FC初期,他人名義,確認なし,同行,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
036c141da2b4b72c13ce75ec027ffe92d192d220153a6d465a5bed166046caaa,立見,不明,FC初期,不明,確認なし,QR譲渡,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
03705e7119f64b2397e43c8155540b2f74b000a21c61ab8ffbf776455c3580f5,不明,不明,FC初期,不明,確認なし,同行,不明,1,0,qwen15_reused,target_free_semantic_v1
03815bb9b06cd0fbf9df902c20e7fc27414944a24da2a7a53cb749741789f0f8,不明,不明,不明,名義変更可,不明,不明,不明,1,0,qwen_semantic,target_free_semantic_v1
0387f5c57baa71251da0867161b7256ad73991d738e11e0215d8048a6547eebe,不明,不明,不明,他人名義,不明,ランダム,通常,0,1,qwen15_reused,target_free_semantic_v1
038de522924712db3d27b387e4cdd7ba9db21609a26d13e9f316cda4690f377a,不明,不明,不明,不明,不明,単独,通常,0,0,qwen15_reused,target_free_semantic_v1
0396dda05314a283077fca1c3cacdf1c5e88a33f83621807c96baedbb720b4d8,バルコニー,不明,FC初期,女性名義,不明,不明,不明,1,0,qwen_semantic_compact,target_free_semantic_v1
039b59731bd2bd467aeec5ea6c39f5c85f13264f440231841b301f750308bc10,バルコニー,後方,制作開放,本人名義,対応不可,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
03a8a8d8c55c00c071272c5fcc6c02520e5c4d2193ff4d31755e91762502cdb6,バルコニー,中列,FC初期,男性名義,確認なし,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
03b28dfe87cc4ae882b4c0c54c1d194fb35446834e85eab491848e47167230b4,不明,不明,不明,不明,不明,単独,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
03cbc50e42a65e96781246d6c6b223a2a8ccfe1583b9ebbcea75fa9e1e8e2a7e,不明,不明,不明,不明,不明,番手選択,不明,0,0,qwen15_reused,target_free_semantic_v1
03cf83272f548040ccd7547231c43b849961b0e7f0d6734341e8ba1412f055c4,不明,不明,不明,名義変更可,不明,ランダム,通常,0,1,qwen15_reused,target_free_semantic_v1
03cf8db27b91a636a6782885b8d2266e74577478ca03cb815cf843b7436c02d7,アリーナ,不明,復活,不明,確認あり,同行,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
03d4e300c26227d7df930dd299b01bc9223b694b4d418a62ba529c8f6e3478c8,スタンド,中列,復活,名義変更可,確認なし,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
03d829a3e5af55f4d7de82bfe2210d7c956b891c3ae0aad9ffb9d98fd54db348,不明,不明,不明,不明,不明,同行,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
03db9706f4fb5769a6d2c80cecae57cc27364b1228fb01dbf30751eca6f2023a,不明,不明,制作開放,不明,確認なし,不明,通常,0,0,qwen15_reused,target_free_semantic_v1
03ec5260857237d5c316bd03c9593934d9eccb4d3277333e38749ee5323b5697,不明,不明,不明,本人名義,対応不可,単独,不明,0,0,qwen15_reused,target_free_semantic_v1
03ed492d4feec49c1c8559efe59d33c27495b8f94f378216611a661737b00234,不明,不明,不明,不明,不明,ランダム,不明,0,1,qwen15_reused,target_free_semantic_v1
03f74db5865bd49e24d2670cb45954ce55604162ef49bb0248ab3f4d461fbbc6,バルコニー,中列,制作開放,名義変更可,確認なし,単独,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
0411259257995d312157c59790d46cbbf0757bb960c72a9a5ea373bffd38b591,アリーナ,不明,復活,不明,不明,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
041ac104a48139771304170b46e0fe8bc9b8dcb6991de42fcfba0d77cf726db1,アリーナ,中列,復活,不明,不明,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
04294dd1107496200b953243adddb75b3cf000c3d09377018c43830d53490551,不明,不明,FC初期,名義変更可,確認あり,同行,通常,1,0,qwen15_reused,target_free_semantic_v1
042cc790183708d42571bba3b4da8f34f7d551535d67fd0dea0834cc8ae51d5c,スタンド,不明,不明,本人名義,不明,同行,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
044dbd39714ad5971a0d5ee7d10f73bdc4838a52f1df5c5ca0e06e61381ae227,スタンド,中列,FC初期,不明,対応可,同行,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
044e7b2c214308407d4428d784c65ae16ec9f51f09ace1ddf9e0d4a7cc766320,不明,不明,不明,不明,不明,不明,不明,0,0,qwen_semantic_compact,target_free_semantic_v1
044f3d9773fdf294e549da63f7558a9ff484403932b4a3d437145ee197a45285,スタンド,中列,復活,不明,確認なし,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
04558fe7d4cc3fac2b8e580d48fb46dd2172bfc0514ea57795b1459927d1fcdc,不明,不明,FC初期,名義変更可,確認あり,同行,通常,1,0,qwen15_reused,target_free_semantic_v1
04580a16b0fff763164e840364f7be938f343111db5612d64c4e9e26f191a44b,バルコニー,後方,不明,名義変更可,確認なし,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
047ce61169d2bc036cb91298e45343cbd9f9771581b062c7ac86964b41e4aa92,不明,不明,不明,不明,不明,単独,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
04830df9fdfb021903a6c8c9492ea0fda1b9fcc8b7f5fa6a746f735371072e9c,不明,不明,FC初期,名義変更可,確認あり,QR譲渡,不明,1,0,qwen15_reused,target_free_semantic_v1
04a57d9d3c00f286664caf29e7233fcfea3a942ecbb30924fae5bafe58414126,不明,不明,不明,名義変更可,確認なし,不明,不明,0,0,qwen15_reused,target_free_semantic_v1
04a6e0d40e3aa9205428703e65e60c40aaaa83c95a0ab7fed04a52575729ea2d,不明,不明,不明,不明,不明,同行,不明,0,0,qwen15_reused,target_free_semantic_v1
04b41e27702ff28b58829034bfd0bbae2ab26e3cc35797a20ecdd3517e4108b6,スタンド,中列,FC初期,不明,不明,単独,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
04bf92ffb4767416cdc7d55d50258b3f1314062edf439bf78a4c556dd46e589c,不明,最後列,不明,不明,不明,単独,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
04c631e1db2695ba0585b6f4af6c28a61452dd824e2122509149145acf0c6f92,バルコニー,後方,不明,他人名義,不明,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
04c777fdd40d14335716120fd8c50dfed9be0b66ae265d4d644c5f49b68255be,不明,不明,不明,不明,確認あり,同行,不明,1,0,qwen15_reused,target_free_semantic_v1
04daaaa3cc29bead0215af2e62d9eb88a256649f66afe478b11cda97490c8403,不明,不明,不明,名義変更可,確認なし,単独,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
04e249b68b662b7835d45ec52d1ab3eeabb0dcb9f18171ca907fc8fe40af8083,不明,不明,不明,不明,確認なし,ランダム,不明,0,1,qwen15_reused,target_free_semantic_v1
04edb39cb0b451f5e2784cf80178025c977860efee823130cbee874ada4f00ed,バルコニー,後方,復活,不明,確認なし,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
04efa2a8b9c07b81a45ac63e4e1de0cae298447f6c5fc5b08f0295d2dde5149c,不明,不明,FC初期,不明,対応可,QR譲渡,不明,1,0,qwen15_reused,target_free_semantic_v1
04f1530dedd5a3b5449443763d54c90fb48d31459eff52ada1ccb4a4bcf4c742,不明,不明,不明,不明,不明,不明,不明,0,0,qwen_semantic_compact,target_free_semantic_v1
04fadae72af12c4989e941f18a4c7177b458e3f08ecb13dade662659a5472bfa,不明,不明,復活,本人名義,不明,不明,見切れ,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
04fb37ac0fb34ead13ee704361bb1aca5ee9e7e8156aefb6722b9f1bbc9e7433,不明,不明,不明,他人名義,確認なし,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
04fc13ec4181116039b8914fb1c1c3be0b53b9698146b6f2f0c669f7e647d67d,アリーナ,不明,復活,不明,不明,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
04fe0740a57c31dbc32626938399a6b646bfde71b443fd5ab61cda77ef67c17f,不明,不明,不明,本人名義,不明,同行,不明,1,0,qwen15_reused,target_free_semantic_v1
050a4bf095092af457fbea11e85197d5e3c64ed7caff247bb01665f7f32a3f6d,立見,不明,FC初期,不明,不明,単独,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
050b3418657c87205720e71f0a6d94707377c76d17bb6e29d6f800f398db64cb,スタンド,中列,FC初期,他人名義,確認なし,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
05219980f69aefbc73bc461ddb2070c6cab4f61d13b7b924e71a227d3f7dcd8e,不明,不明,不明,本人名義,不明,不明,不明,0,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
0532b2966fd41f50168ef6d90ae4c6d6bc4bfa719b19de218d3b63e38503a850,不明,不明,不明,不明,確認あり,同行,不明,0,0,qwen15_reused,target_free_semantic_v1
053e9b0c1535f45d4827fc0540878d0f9806f97e161f62fe1da89d6c557812ec,不明,不明,不明,不明,不明,番手選択,通常,1,0,qwen15_reused,target_free_semantic_v1
05421ea4d2c7d5be235000e698a0699fa810536512112215d1d34929c411c444,バルコニー,後方,FC初期,女性名義,確認なし,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
0542dce0c63dcb4a2d11d2dcccd3407460d6f60c64743cee4eda3acc5735ebd0,不明,不明,不明,不明,不明,番手選択,不明,1,0,qwen15_reused,target_free_semantic_v1
054df8243298edf95372cd11a8e720529b16c5b80c100984d982ea037c2f4d0d,不明,不明,不明,名義変更可,不明,不明,不明,1,0,qwen15_reused,target_free_semantic_v1
054fe6afe3752bfba01738b8deec8c0ad89d0d373cb72cca3c583367f1d3af06,不明,不明,FC初期,不明,不明,ランダム,不明,1,1,qwen15_reused,target_free_semantic_v1
05580c1bc0d8f0100cd6712ffbb87d1e3c87d3c2d4b7589a3838453c5865476d,不明,不明,制作開放,名義変更可,不明,番手選択,不明,0,0,qwen15_reused,target_free_semantic_v1
056c1a7e4be3e3b67ec1acf65e2e03527c6ac8210a22a3d5481c2cf4303bda7c,不明,不明,不明,名義変更可,確認なし,番手選択,不明,1,0,qwen15_reused,target_free_semantic_v1
057ce04a565cabf924e12b92c7843aa6f98bea36ade18c68a04a596535060c1d,不明,不明,FC初期,不明,不明,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
057f6d76bbcaa09f9e539d2aa2cf621544c62f238861e893f0ffbe43e24f7a75,アリーナ,前方,FC初期,本人名義,対応不可,同行,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
0584a546b116ae391766ad8cb4ec81c7dcfd68c2536313a173e931839e94ea05,スタンド,中列,FC初期,不明,確認あり,不明,不明,0,0,qwen_semantic_compact,target_free_semantic_v1
0584fbc7b5d44778552b30799d79264e3b348124933523d1c0ad651c3b044e8c,不明,不明,FC初期,名義変更可,確認なし,同行,通常,1,0,qwen15_reused,target_free_semantic_v1
0587767c2daa03dc3ed05e0bfe5c3bb69b959338fa8637f466cd86f0c8df249c,不明,中列,FC初期,男性名義,確認なし,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
0595affcd1749aab114d880bd5fbfeae4ee3009f51f71e47328a2fd409af4d4c,不明,不明,不明,不明,確認あり,同行,不明,0,0,qwen15_reused,target_free_semantic_v1
059790e0d826361f46eee3ef0923f4ec9cebab332f8e276d642be12f6120b2a2,バルコニー,不明,FC初期,名義変更可,確認なし,不明,不明,1,0,qwen_semantic_compact_recovered8,target_free_semantic_v1
05a2ca056da04152fc5dc3509a6faa7eeef5614267bf4bb4f8f23abfdf761007,不明,不明,不明,不明,不明,同行,通常,0,0,qwen15_reused,target_free_semantic_v1
05a6f63da87e3d1d4faf92fb026c9291da3900eb6892cf36193f0466dfb78404,不明,不明,FC初期,名義変更可,不明,同行,不明,1,0,qwen15_reused,target_free_semantic_v1
